Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"Usage-based","claude-4-opus-thinking","8","741","404","100,727","$0.26"
"Usage-based","claude-4-opus-thinking","9","132","805","99,922","$0.21"
"Usage-based","claude-4-opus-thinking","10","291","746","99,176","$0.22"
"Usage-based","claude-4-opus-thinking","11","132","277","98,899","$0.20"
"Usage-based","claude-4-opus-thinking","12","121","557","98,342","$0.20"
"Usage-based","claude-4-opus-thinking","34","387","3,285","95,057","$0.28"
"Usage-based","claude-4-opus-thinking","133","631","41,994","55,889","$1.10"
"Usage-based","claude-4-opus-thinking","10","327","345","86,165","$0.19"
"Usage-based","claude-4-opus-thinking","11","139","248","85,917","$0.17"
"Usage-based","claude-4-opus-thinking","11","158","265","85,652","$0.17"
"ultra","claude-4-opus-thinking","11","176","338","85,314","Included"
"Usage-based","claude-4-opus-thinking","13","322","1,539","96,219","$0.24"
"Usage-based","claude-4-opus-thinking","13","973","1,162","95,057","$0.29"
"Usage-based","claude-4-opus-thinking","211","854","87,031","8,026","$2.05"
"Usage-based","claude-4-opus-thinking","12","132","313","85,001","$0.17"
"ultra","claude-4-opus-thinking","12","205","5,364","79,637","Included"
"ultra","claude-4-opus-thinking","3,724","1,299","71,611","8,026","Included"
"Usage-based","claude-4-opus-thinking","5","570","503","80,415","$0.21"
"Usage-based","claude-4-opus-thinking","6","297","368","80,047","$0.18"
"Usage-based","claude-4-opus-thinking","6","240","401","79,646","$0.17"
"Usage-based","claude-4-opus-thinking","0","0","0","0","$0.00"
"Usage-based","claude-4-opus-thinking","12","479","898","93,905","$0.23"
"Usage-based","claude-4-opus-thinking","7","195","2,055","77,591","$0.20"
"Usage-based","claude-4-opus-thinking","7","1,202","1,311","76,280","$0.28"
"Usage-based","claude-4-opus-thinking","8","753","5,442","70,838","$0.32"
"Usage-based","claude-4-opus-thinking","12","434","963","92,942","$0.23"
"Usage-based","claude-4-opus-thinking","8","496","527","70,311","$0.18"
"Usage-based","claude-4-opus-thinking","13","738","13,924","79,018","$0.52"
"Usage-based","claude-4-opus-thinking","13","180","8,671","70,347","$0.34"
"Usage-based","claude-4-opus-thinking","9","321","2,269","68,042","$0.20"
"Usage-based","claude-4-opus-thinking","13","187","14,458","55,889","$0.44"
"Usage-based","claude-4-opus-thinking","204","247","55,889","0","$1.28"
"Usage-based","claude-4-opus-thinking","13","425","948","54,911","$0.16"
"Usage-based","claude-4-opus-thinking","9","1,441","902","67,140","$0.27"
"Usage-based","claude-4-opus-thinking","13","727","590","54,321","$0.18"
"ultra","claude-4-opus-thinking","9","626","9,163","57,977","Included"
"Usage-based","claude-4-opus-thinking","3,676","584","6,149","51,828","$0.35"
"Usage-based","claude-4-opus-thinking","9","352","454","57,804","$0.15"
"Usage-based","claude-4-opus-thinking","10","248","5,976","51,828","$0.25"
"Usage-based","claude-4-opus-thinking","3,647","1,763","16,773","35,055","$0.66"
"Usage-based","claude-4-opus-thinking","13","472","764","53,557","$0.16"
"Usage-based","claude-4-opus-thinking","13","627","5,132","48,425","$0.26"
"Usage-based","claude-4-opus-thinking","10","299","345","52,028","$0.13"
"Usage-based","claude-4-opus-thinking","11","139","399","51,629","$0.11"
"Usage-based","claude-4-opus-thinking","13","198","1,186","47,239","$0.13"
"Usage-based","claude-4-opus-thinking","185","953","1,926","45,313","$0.21"
"Usage-based","claude-4-opus-thinking","11","340","1,930","49,699","$0.16"
"Usage-based","claude-4-opus-thinking","11","1,490","5,159","44,540","$0.33"
"Usage-based","claude-4-opus-thinking","11","201","273","44,267","$0.10"
"Usage-based","claude-4-opus-thinking","11","154","9,212","35,055","$0.28"
"Usage-based","claude-4-opus-thinking","3,621","687","27,029","8,026","$0.75"
"Usage-based","claude-4-opus-thinking","13","164","837","46,393","$0.12"
"Usage-based","claude-4-opus-thinking","13","721","1,080","45,313","$0.17"
"Usage-based","claude-4-opus-thinking","145","752","1,959","43,354","$0.19"
"Usage-based","claude-4-opus-thinking","13","222","839","44,453","$0.12"
"Usage-based","claude-4-opus-thinking","13","729","1,099","43,354","$0.17"
"Usage-based","claude-4-opus-thinking","154","775","2,755","40,599","$0.21"
"Usage-based","claude-4-opus-thinking","6","301","359","104,457","$0.22"
"Usage-based","claude-4-opus-thinking","7","192","4,121","100,336","$0.29"
"Usage-based","claude-4-opus-thinking","3,554","139","10,234","90,102","$0.47"
"ultra","claude-4-opus-thinking","7","343","590","99,838","Included"
"ultra","claude-4-opus-thinking","8","139","289","99,549","Included"
"Usage-based","claude-4-opus-thinking","9","143","337","99,212","$0.20"
"Usage-based","claude-4-opus-thinking","10","300","3,503","95,709","$0.28"
"Usage-based","claude-4-opus-thinking","10","224","5,607","90,102","$0.31"
"Usage-based","claude-4-opus-thinking","3,627","238","16,565","73,537","$0.59"
"Usage-based","claude-4-opus-thinking","13","191","844","42,495","$0.11"
"ultra","claude-4-opus-thinking","13","720","1,896","40,599","Included"
"ultra","claude-4-opus-thinking","950","762","7,192","33,407","Included"
"Usage-based","claude-4-opus-thinking","10","505","11,195","78,762","$0.44"
"Usage-based","claude-4-opus-thinking","10","122","241","78,521","$0.16"
"Usage-based","claude-4-opus-thinking","11","150","4,984","73,537","$0.26"
"Usage-based","claude-4-opus-thinking","3,960","241","65,511","8,026","$1.58"
"Usage-based","claude-4-opus-thinking","13","347","947","39,592","$0.12"
"Usage-based","claude-4-opus-thinking","13","758","1,117","38,475","$0.16"
"Usage-based","claude-4-opus-thinking","13","763","5,068","33,407","$0.24"
"Usage-based","claude-4-opus-thinking","3,625","888","25,381","8,026","$0.73"
"Usage-based","claude-4-opus-thinking","11","159","3,897","31,148","$0.16"
"Usage-based","claude-4-opus-thinking","4","484","310","75,201","$0.19"
"Usage-based","claude-4-opus-thinking","5","120","242","74,959","$0.15"
"Usage-based","claude-4-opus-thinking","3,598","218","5,193","25,955","$0.25"
"Usage-based","claude-4-opus-thinking","6","128","632","74,327","$0.16"
"Usage-based","claude-4-opus-thinking","7","131","609","73,718","$0.16"
"Usage-based","claude-4-opus-thinking","8","125","278","73,440","$0.15"
"Usage-based","claude-4-opus-thinking","9","127","480","72,960","$0.15"
"Usage-based","claude-4-opus-thinking","10","255","337","72,623","$0.16"
"Usage-based","claude-4-opus-thinking","11","120","368","72,255","$0.15"
"Usage-based","claude-4-opus-thinking","11","408","362","30,716","$0.10"
"Usage-based","claude-4-opus-thinking","12","156","288","30,428","$0.08"
"Usage-based","claude-4-opus-thinking","12","166","2,263","69,992","$0.19"
"Usage-based","claude-4-opus-thinking","12","196","4,473","25,955","$0.17"
"Usage-based","claude-4-opus-thinking","3,623","635","11,803","14,152","$0.41"
"Usage-based","claude-4-opus-thinking","12","1,646","4,357","65,635","$0.36"
"Usage-based","claude-4-opus-thinking","12","200","4,737","60,898","$0.23"
"Usage-based","claude-4-opus-thinking","12","593","2,125","58,773","$0.21"
"Usage-based","claude-4-opus-thinking","12","300","10,490","48,283","$0.35"
"Usage-based","claude-4-opus-thinking","12","379","4,691","43,592","$0.22"
"Usage-based","claude-4-opus-thinking","13","402","316","33,633","$0.10"
"Usage-based","claude-4-opus-thinking","12","535","4,397","39,195","$0.22"
"Usage-based","claude-4-opus-thinking","12","235","3,988","35,207","$0.17"
"Usage-based","claude-4-opus-thinking","13","227","803","32,830","$0.10"
"Usage-based","claude-4-opus-thinking","12","187","600","34,607","$0.09"
"Usage-based","claude-4-opus-thinking","12","128","368","34,239","$0.08"
"Usage-based","claude-4-opus-thinking","13","423","773","32,057","$0.11"
"Usage-based","claude-4-opus-thinking","13","322","20,086","14,153","$0.51"
"Usage-based","claude-4-opus-thinking","17,588","491","6,016","8,137","$0.51"
"Usage-based","claude-4-opus-thinking","13","538","1,512","30,545","$0.14"
"Usage-based","claude-4-opus-thinking","13","1,067","994","29,551","$0.17"
"Usage-based","claude-4-opus-thinking","13","265","1,533","28,018","$0.11"
"Usage-based","claude-4-opus-thinking","12","282","743","25,754","$0.09"
"Usage-based","claude-4-opus-thinking","13","1,150","5,196","22,822","$0.26"
"Usage-based","claude-4-opus-thinking","13","282","8,623","14,199","$0.25"
"Usage-based","claude-4-opus-thinking","3,564","439","6,173","8,026","$0.26"
"Usage-based","claude-4-opus-thinking","8","529","747","151,773","$0.34"
"Usage-based","claude-4-opus-thinking","9","553","389","151,384","$0.33"
"Usage-based","claude-4-opus-thinking","10","157","1,610","149,774","$0.32"
"Usage-based","claude-4-opus-thinking","13","634","1,518","24,236","$0.14"
"Usage-based","claude-4-opus-thinking","13","1,008","5,139","19,097","$0.24"
"Usage-based","claude-4-opus-thinking","10","697","1,865","147,909","$0.37"
"Usage-based","claude-4-opus-thinking","13","231","550","18,547","$0.07"
"Usage-based","claude-4-opus-thinking","13","251","4,395","14,152","$0.15"
"Usage-based","claude-4-opus-thinking","11","661","624","147,285","$0.34"
"Usage-based","claude-4-opus-thinking","3,537","328","6,126","8,026","$0.25"
"Usage-based","claude-4-opus-thinking","11","537","2,628","144,657","$0.37"
"Usage-based","claude-4-opus-thinking","11","2,427","5,103","139,554","$0.58"
"Usage-based","claude-4-opus-thinking","11","305","9,881","129,673","$0.48"
"Usage-based","claude-4-opus-thinking","7,452","440","0","129,673","$0.41"
"Usage-based","claude-4-opus-thinking","0","0","0","0","$0.00"
"Usage-based","claude-4-opus-thinking","0","0","0","0","$0.00"
"Usage-based","claude-4-opus-thinking","12","665","12,545","117,180","$0.55"
"Usage-based","claude-4-opus-thinking","7,962","418","109,154","8,026","$2.65"
"Usage-based","claude-4-opus-thinking","0","0","0","0","$0.00"
"Usage-based","claude-4-opus-thinking","1","138","680","52,272","$0.12"
"Usage-based","claude-4-opus-thinking","2","153","1,133","51,139","$0.13"
"Usage-based","claude-4-opus-thinking","3","245","230","50,909","$0.12"
"Usage-based","claude-4-opus-thinking","4","134","276","50,633","$0.11"
"Usage-based","claude-4-opus-thinking","5","185","1,762","48,871","$0.14"
"Usage-based","claude-4-opus-thinking","4","464","422","117,320","$0.26"
"Usage-based","claude-4-opus-thinking","5","188","3,968","113,352","$0.31"
"Usage-based","claude-4-opus-thinking","5","214","2,058","111,294","$0.27"
"Usage-based","claude-4-opus-thinking","5","1,158","3,884","107,410","$0.39"
"Usage-based","claude-4-opus-thinking","5","206","408","107,002","$0.22"
"Usage-based","claude-4-opus-thinking","5","293","3,213","103,789","$0.29"
"Usage-based","claude-4-opus-thinking","5","208","571","103,218","$0.22"
"Usage-based","claude-4-opus-thinking","6","328","2,784","100,434","$0.27"
"Usage-based","claude-4-opus-thinking","7","144","468","99,966","$0.20"
"Usage-based","claude-4-opus-thinking","8","97","2,473","97,493","$0.24"
"Usage-based","claude-4-opus-thinking","8","136","468","97,025","$0.20"
"Usage-based","claude-4-opus-thinking","0","0","0","0","$0.00"
"Usage-based","claude-4-opus-thinking","9","97","156","96,869","$0.19"
"Usage-based","claude-4-opus-thinking","10","134","298","96,571","$0.19"
"Usage-based","claude-4-opus-thinking","7","234","773","32,018","$0.10"
"Usage-based","claude-4-opus-thinking","10","127","181","96,390","$0.19"
"Usage-based","claude-4-opus-thinking","8","188","889","31,129","$0.09"
"Usage-based","claude-4-opus-thinking","9","210","801","30,328","$0.09"
"Usage-based","claude-4-opus-thinking","11","159","721","95,669","$0.20"
"Usage-based","claude-4-opus-thinking","10","137","456","29,872","$0.08"
"Usage-based","claude-4-opus-thinking","141","223","2,924","26,948","$0.14"
"ultra","claude-4-opus-thinking","11","504","1,196","94,473","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","11","618","3,955","90,518","Included"
"ultra","claude-4-opus-thinking","8","134","944","28,974","Included"
"Aborted, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","9","123","264","28,710","Included"
"ultra","claude-4-opus-thinking","3,623","322","82,492","8,026","Included"
"ultra","claude-4-opus-thinking","10","156","202","28,508","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","11","124","284","28,224","Included"
"ultra","claude-4-opus-thinking","11","187","182","28,042","Included"
"ultra","claude-4-opus-thinking","8","194","271","56,895","Included"
"ultra","claude-4-opus-thinking","12","124","211","27,831","Included"
"ultra","claude-4-opus-thinking","8","188","187","56,708","Included"
"ultra","claude-4-opus-thinking","13","139","883","26,948","Included"
"ultra","claude-4-opus-thinking","9","117","389","56,319","Included"
"ultra","claude-4-opus-thinking","40","232","12,882","14,066","Included"
"Aborted, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","10","108","300","56,019","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","10","118","387","55,632","Included"
"ultra","claude-4-opus-thinking","12","225","1,129","25,251","Included"
"ultra","claude-4-opus-thinking","12","157","5,401","19,850","Included"
"ultra","claude-4-opus-thinking","10","193","924","54,708","Included"
"ultra","claude-4-opus-thinking","12","194","5,784","14,066","Included"
"ultra","claude-4-opus-thinking","3,522","286","6,040","8,026","Included"
"ultra","claude-4-opus-thinking","11","896","1,915","52,793","Included"
"ultra","claude-4-opus-thinking","12","902","1,848","50,945","Included"
"ultra","claude-4-opus-thinking","12","1,545","9,185","41,760","Included"
"ultra","claude-4-opus-thinking","12","263","4,921","36,839","Included"
"ultra","claude-4-opus-thinking","12","265","4,568","32,271","Included"
"ultra","claude-4-opus-thinking","12","271","3,405","28,866","Included"
"ultra","claude-4-opus-thinking","12","199","297","28,569","Included"
"ultra","claude-4-opus-thinking","12","126","166","28,403","Included"
"ultra","claude-4-opus-thinking","13","144","417","27,986","Included"
"ultra","claude-4-opus-thinking","13","293","14,043","13,943","Included"
"ultra","claude-4-opus-thinking","3,544","397","5,917","8,026","Included"
"ultra","claude-4-opus-thinking","10","822","738","47,131","Included"
"ultra","claude-4-opus-thinking","10","657","1,586","45,545","Included"
"ultra","claude-4-opus-thinking","10","816","394","45,151","Included"
"ultra","claude-4-opus-thinking","11","157","853","44,298","Included"
"ultra","claude-4-opus-thinking","11","768","1,557","42,741","Included"
"ultra","claude-4-opus-thinking","11","1,196","1,853","40,888","Included"
"ultra","claude-4-opus-thinking","11","1,379","1,197","39,691","Included"
"ultra","claude-4-opus-thinking","11","212","3,779","35,912","Included"
"ultra","claude-4-opus-thinking","11","199","2,027","33,885","Included"
"ultra","claude-4-opus-thinking","11","162","669","33,216","Included"
"ultra","claude-4-opus-thinking","12","338","3,272","29,944","Included"
"ultra","claude-4-opus-thinking","12","267","1,540","28,404","Included"
"ultra","claude-4-opus-thinking","13","406","14,341","14,063","Included"
"ultra","claude-4-opus-thinking","4,647","297","6,037","8,026","Included"
"ultra","claude-4-opus-thinking","4","390","540","43,362","Included"
"ultra","claude-4-opus-thinking","5","151","460","42,902","Included"
"ultra","claude-4-opus-thinking","5","336","1,751","41,151","Included"
"ultra","claude-4-opus-thinking","6","198","2,058","39,093","Included"
"ultra","claude-4-opus-thinking","6","1,291","1,922","37,171","Included"
"ultra","claude-4-opus-thinking","7","124","370","36,801","Included"
"ultra","claude-4-opus-thinking","8","163","616","36,185","Included"
"ultra","claude-4-opus-thinking","9","169","537","35,648","Included"
"ultra","claude-4-opus-thinking","10","166","376","35,272","Included"
"ultra","claude-4-opus-thinking","11","155","3,702","31,570","Included"
"ultra","claude-4-opus-thinking","12","174","320","31,250","Included"
"ultra","claude-4-opus-thinking","13","211","530","30,720","Included"
"ultra","claude-4-opus-thinking","13","327","1,551","29,169","Included"
"ultra","claude-4-opus-thinking","13","1,181","2,292","26,877","Included"
"ultra","claude-4-opus-thinking","13","802","12,934","13,943","Included"
"ultra","claude-4-opus-thinking","678","274","5,917","8,026","Included"
"ultra","claude-4-sonnet","0","187","304","108,964","Included"
"ultra","claude-4-sonnet","0","125","421","108,543","Included"
"ultra","claude-4-sonnet","121","135","256","108,287","Included"
"ultra","claude-4-sonnet","0","253","427","107,860","Included"
"ultra","claude-4-sonnet","0","232","3,268","104,592","Included"
"ultra","claude-4-sonnet","142","401","325","104,267","Included"
"ultra","claude-4-sonnet","123","199","457","103,810","Included"
"ultra","claude-4-sonnet","0","454","473","103,337","Included"
"ultra","claude-4-sonnet","137","135","3,205","100,132","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","195","447","102,433","Included"
"ultra","claude-4-sonnet","0","142","339","102,094","Included"
"ultra","claude-4-sonnet","1","156","427","101,667","Included"
"ultra","claude-4-sonnet","3","187","806","100,861","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","3","400","729","100,132","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","200","412","0","100,132","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","3","239","923","98,496","Included"
"ultra","claude-4-sonnet","126","134","180","98,316","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","205","662","86,443","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","276","763","85,680","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","203","9,959","75,721","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","183","8,355","67,366","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","227","222","125","67,241","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","615","2,111","64,385","Included"
"ultra","claude-4-sonnet","7","1,124","2,188","62,197","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","7","1,355","6,362","55,835","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","7","232","14,019","41,816","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","291","195","33,730","8,086","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","167","692","40,862","Included"
"ultra","claude-4-sonnet","6","132","1,378","39,484","Included"
"ultra","claude-4-sonnet","7","180","12,804","26,680","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","602","1,898","24,782","Included"
"ultra","claude-4-sonnet","8","156","10,535","14,247","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","58","176","6,161","8,086","Included"
"ultra","claude-4-sonnet","0","810","328","77,932","Included"
"ultra","claude-4-sonnet","0","119","658","77,274","Included"
"ultra","claude-4-sonnet","0","132","820","76,454","Included"
"ultra","claude-4-sonnet","0","120","489","75,965","Included"
"ultra","claude-4-sonnet","0","131","379","75,586","Included"
"ultra","claude-4-sonnet","0","141","990","74,596","Included"
"ultra","claude-4-sonnet","1","147","264","74,332","Included"
"ultra","claude-4-sonnet","1","181","2,753","71,579","Included"
"ultra","claude-4-sonnet","2","101","488","71,091","Included"
"ultra","claude-4-sonnet","3","111","492","70,599","Included"
"ultra","claude-4-sonnet","4","135","443","70,156","Included"
"ultra","claude-4-sonnet","5","122","636","69,520","Included"
"ultra","claude-4-sonnet","6","122","49,215","20,305","Included"
"ultra","claude-4-sonnet","48,718","142","20,305","0","Included"
"ultra","claude-4-sonnet","0","708","228","84,116","Included"
"ultra","claude-4-sonnet","0","120","274","83,842","Included"
"ultra","claude-4-sonnet","0","166","2,155","81,687","Included"
"ultra","claude-4-sonnet","0","127","385","81,302","Included"
"ultra","claude-4-sonnet","0","288","5,020","76,282","Included"
"ultra","claude-4-sonnet","0","205","2,454","73,828","Included"
"ultra","claude-4-sonnet","1","132","217","73,611","Included"
"Errored, Not Charged","claude-4-sonnet","2","196","360","73,251","Included"
"ultra","claude-4-sonnet","3","329","2,471","70,780","Included"
"ultra","claude-4-sonnet","4","131","445","70,335","Included"
"ultra","claude-4-sonnet","4","318","2,872","67,463","Included"
"ultra","claude-4-sonnet","4","204","1,827","65,636","Included"
"ultra","claude-4-sonnet","4","194","319","65,317","Included"
"ultra","claude-4-sonnet","4","238","2,986","62,331","Included"
"ultra","claude-4-sonnet","5","160","48,399","13,932","Included"
"ultra","claude-4-sonnet","0","206","13,656","137,349","Included"
"ultra","claude-4-sonnet","0","114","424","136,925","Included"
"ultra","claude-4-sonnet","0","117","640","136,285","Included"
"ultra","claude-4-sonnet","0","149","1,914","134,371","Included"
"ultra","claude-4-sonnet","0","123","374","133,997","Included"
"ultra","claude-4-sonnet","0","183","3,347","130,650","Included"
"ultra","claude-4-sonnet","0","137","232","130,418","Included"
"ultra","claude-4-sonnet","0","124","273","130,145","Included"
"ultra","claude-4-sonnet","0","165","331","129,814","Included"
"ultra","claude-4-sonnet","0","143","652","129,162","Included"
"ultra","claude-4-sonnet","0","146","710","128,452","Included"
"ultra","claude-4-sonnet","0","141","284","128,168","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","151","767","126,654","Included"
"ultra","claude-4-sonnet","0","106","789","125,865","Included"
"ultra","claude-4-sonnet","0","120","4,000","121,865","Included"
"ultra","claude-4-sonnet","3,681","152","121,865","0","Included"
"ultra","claude-4-sonnet","0","657","588","120,617","Included"
"ultra","claude-4-sonnet","0","194","371","120,246","Included"
"ultra","claude-4-sonnet","0","145","237","120,009","Included"
"ultra","claude-4-sonnet","0","138","341","119,668","Included"
"ultra","claude-4-sonnet","0","196","243","119,425","Included"
"ultra","claude-4-sonnet","0","162","437","118,988","Included"
"ultra","claude-4-sonnet","0","353","8,454","110,534","Included"
"ultra","claude-4-sonnet","0","156","521","110,013","Included"
"Aborted, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","170","220","109,793","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","170","248","109,545","Included"
"ultra","claude-4-sonnet","0","174","550","108,995","Included"
"Errored, Not Charged","claude-4-sonnet","0","315","620","108,375","Included"
"ultra","claude-4-sonnet","0","378","436","107,939","Included"
"ultra","claude-4-sonnet","0","199","4,131","103,808","Included"
"ultra","claude-4-sonnet","0","178","398","103,410","Included"
"ultra","claude-4-sonnet","0","183","473","102,937","Included"
"ultra","claude-4-sonnet","0","235","305","102,632","Included"
"ultra","claude-4-sonnet","1","137","330","102,302","Included"
"ultra","claude-4-sonnet","1","264","232","102,070","Included"
"ultra","claude-4-sonnet","1","164","778","101,292","Included"
"ultra","claude-4-sonnet","2","309","3,293","97,999","Included"
"ultra","claude-4-sonnet","2,000","285","375","97,624","Included"
"ultra","claude-4-sonnet","2","372","557","97,067","Included"
"ultra","claude-4-sonnet","2","328","289","96,778","Included"
"ultra","claude-4-sonnet","2","229","1,944","94,834","Included"
"ultra","claude-4-sonnet","2","201","245","94,589","Included"
"ultra","claude-4-sonnet","3","148","4,816","89,773","Included"
"ultra","claude-4-sonnet","3","186","152","89,621","Included"
"ultra","claude-4-sonnet","4","136","321","89,300","Included"
"ultra","claude-4-sonnet","5","305","3,567","85,733","Included"
"ultra","claude-4-sonnet","5","159","340","85,393","Included"
"ultra","claude-4-sonnet","5","288","7,636","77,757","Included"
"ultra","claude-4-sonnet","5","117","364","77,393","Included"
"ultra","claude-4-sonnet","6","219","5,051","72,342","Included"
"ultra","claude-4-sonnet","6","180","350","71,992","Included"
"ultra","claude-4-sonnet","6","151","4,809","67,183","Included"
"ultra","claude-4-sonnet","6","204","1,085","66,098","Included"
"ultra","claude-4-sonnet","6","812","8,213","57,885","Included"
"ultra","claude-4-sonnet","6","87","128","57,757","Included"
"ultra","claude-4-sonnet","7","112","226","57,531","Included"
"ultra","claude-4-sonnet","7","132","4,637","52,894","Included"
"ultra","claude-4-sonnet","7","180","4,786","48,108","Included"
"ultra","claude-4-sonnet","7","177","251","47,857","Included"
"ultra","claude-4-sonnet","7","120","6,589","41,268","Included"
"ultra","claude-4-sonnet","2,006","205","0","41,268","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","124","720","25,349","Included"
"ultra","claude-4-sonnet","6","578","4,282","21,067","Included"
"ultra","claude-4-sonnet","6","200","345","20,722","Included"
"ultra","claude-4-sonnet","6","100","133","20,589","Included"
"ultra","claude-4-sonnet","7","117","144","20,445","Included"
"ultra","claude-4-sonnet","7","85","145","20,300","Included"
"ultra","claude-4-sonnet","7","86","415","19,885","Included"
"ultra","claude-4-sonnet","252","111","0","19,885","Included"
"ultra","claude-4-sonnet","7","148","2,364","38,753","Included"
"ultra","claude-4-sonnet","1,903","339","200","38,553","Included"
"ultra","claude-4-sonnet","7","197","782","37,771","Included"
"ultra","claude-4-sonnet","7","575","4,652","33,119","Included"
"ultra","claude-4-sonnet","7","189","1,690","31,429","Included"
"ultra","claude-4-sonnet","118","1,116","17,497","161,675","Included"
"ultra","claude-4-sonnet","1,895","155","403","147,340","Included"
"ultra","claude-4-sonnet","0","400","372","146,968","Included"
"ultra","claude-4-sonnet","0","276","589","146,379","Included"
"ultra","claude-4-sonnet","0","388","8,148","138,231","Included"
"ultra","claude-4-sonnet","3,513","219","549","137,682","Included"
"ultra","claude-4-sonnet","0","402","174","137,664","Included"
"ultra","claude-4-sonnet","0","118","276","137,388","Included"
"Errored, Not Charged","claude-4-sonnet","0","173","285","137,103","Included"
"ultra","claude-4-sonnet","0","261","635","136,468","Included"
"ultra","claude-4-sonnet","0","526","3,904","132,564","Included"
"ultra","claude-4-sonnet","2,199","221","497","132,067","Included"
"ultra","claude-4-sonnet","0","494","481","131,586","Included"
"ultra","claude-4-sonnet","0","326","588","130,998","Included"
"ultra","claude-4-sonnet","0","367","242","130,756","Included"
"ultra","claude-4-sonnet","0","126","397","130,359","Included"
"ultra","claude-4-sonnet","0","113","366","129,993","Included"
"ultra","claude-4-sonnet","0","129","3,156","126,837","Included"
"ultra","claude-4-sonnet","0","2,695","4,810","122,027","Included"
"ultra","claude-4-sonnet","0","223","255","121,772","Included"
"ultra","claude-4-sonnet","0","157","942","120,830","Included"
"ultra","claude-4-sonnet","0","633","6,466","114,364","Included"
"ultra","claude-4-sonnet","1,879","242","464","113,900","Included"
"ultra","claude-4-sonnet","0","461","350","113,550","Included"
"ultra","claude-4-sonnet","0","105","296","113,254","Included"
"ultra","claude-4-sonnet","0","134","305","112,949","Included"
"ultra","claude-4-sonnet","0","223","529","112,420","Included"
"ultra","claude-4-sonnet","0","338","298","112,122","Included"
"ultra","claude-4-sonnet","0","213","330","111,792","Included"
"ultra","claude-4-sonnet","0","238","168","111,624","Included"
"ultra","claude-4-sonnet","0","153","4,817","106,807","Included"
"ultra","claude-4-sonnet","0","217","1,624","105,183","Included"
"ultra","claude-4-sonnet","0","1,254","807","104,376","Included"
"ultra","claude-4-sonnet","0","607","1,960","102,416","Included"
"ultra","claude-4-sonnet","0","202","4,738","97,678","Included"
"ultra","claude-4-sonnet","0","198","1,748","95,930","Included"
"ultra","claude-4-sonnet","0","146","9,519","86,411","Included"
"ultra","claude-4-sonnet","1,756","140","239","86,172","Included"
"ultra","claude-4-sonnet","0","236","321","85,851","Included"
