Date,User,Kind,Max Mode,Model,Tokens,Cost
"Jul 2, 12:01 PM","You","Usage-based","Yes","claude-4-opus-thinking","116,471","$0.27"
"Jul 2, 12:01 PM","You","Usage-based","Yes","claude-4-opus-thinking","115,738","$0.25"
"Jul 2, 12:01 PM","You","Usage-based","Yes","claude-4-opus-thinking","115,156","$0.24"
"Jul 2, 12:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","114,820","$0.26"
"Jul 2, 12:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","114,150","$0.26"
"Jul 2, 12:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","113,585","$0.33"
"Jul 2, 12:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","108,431","$0.22"
"Jul 2, 12:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","108,071","$0.22"
"Jul 2, 11:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","107,709","$0.25"
"Jul 2, 11:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","106,716","$2.27"
"Jul 2, 11:58 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 11:57 AM","You","Usage-based","Yes","claude-4-opus-thinking","103,779","$2.26"
"Jul 2, 11:57 AM","You","Usage-based","Yes","claude-4-opus-thinking","100,199","$0.49"
"Jul 2, 11:53 AM","You","Usage-based","Yes","claude-4-opus-thinking","98,048","$0.28"
"Jul 2, 11:52 AM","You","Usage-based","Yes","claude-4-opus-thinking","96,855","$0.21"
"Jul 2, 11:52 AM","You","Usage-based","Yes","claude-4-opus-thinking","95,979","$0.20"
"Jul 2, 11:52 AM","You","Usage-based","Yes","claude-4-opus-thinking","95,637","$0.21"
"Jul 2, 11:52 AM","You","Usage-based","Yes","claude-4-opus-thinking","94,396","$0.21"
"Jul 2, 11:52 AM","You","Usage-based","Yes","claude-4-opus-thinking","93,948","$1.97"
"Jul 2, 11:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","93,396","$1.95"
"Jul 2, 11:32 AM","You","Usage-based","Yes","claude-4-opus-thinking","93,517","$0.24"
"Jul 2, 11:32 AM","You","Usage-based","Yes","claude-4-opus-thinking","92,620","$0.19"
"Jul 2, 11:32 AM","You","Usage-based","Yes","claude-4-opus-thinking","92,230","$0.21"
"Jul 2, 11:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","91,851","$0.32"
"Jul 2, 11:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","89,952","$0.30"
"Jul 2, 11:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","88,429","$0.23"
"Jul 2, 11:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","87,527","$0.23"
"Jul 2, 11:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","86,656","$0.31"
"Jul 2, 11:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","80,821","$0.17"
"Jul 2, 11:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","80,512","$0.18"
"Jul 2, 11:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","80,249","$0.26"
"Jul 2, 11:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","78,755","$0.32"
"Jul 2, 11:29 AM","You","Usage-based","Yes","claude-4-opus-thinking","72,991","$0.19"
"Jul 2, 11:29 AM","You","Usage-based","Yes","claude-4-opus-thinking","71,826","$0.24"
"Jul 2, 11:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","70,320","$0.22"
"Jul 2, 11:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","68,790","$0.32"
"Jul 2, 11:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","62,603","$0.14"
"Jul 2, 11:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","62,169","$0.25"
"Jul 2, 11:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","57,131","$0.18"
"Jul 2, 11:27 AM","You","Usage-based","Yes","claude-4-opus-thinking","56,601","$0.57"
"Jul 2, 11:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","55,109","$0.22"
"Jul 2, 11:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","52,202","$0.12"
"Jul 2, 11:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","51,786","$0.21"
"Jul 2, 11:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","46,726","$0.11"
"Jul 2, 11:25 AM","You","Usage-based","Yes","claude-4-opus-thinking","46,408","$0.20"
"Jul 2, 11:25 AM","You","Usage-based","Yes","claude-4-opus-thinking","41,405","$0.12"
"Jul 2, 11:25 AM","You","Usage-based","Yes","claude-4-opus-thinking","41,064","$0.78"
"Jul 2, 11:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","41,391","$0.22"
"Jul 2, 11:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","36,050","$0.09"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","35,729","$0.08"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","35,587","$0.09"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","35,244","$0.21"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,919","$0.08"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,523","$0.07"
"Jul 2, 11:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,380","$0.08"
"Jul 2, 11:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,194","$0.12"
"Jul 2, 11:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","28,504","$0.24"
"Jul 2, 11:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","177,940","$3.19"
"Jul 2, 11:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","156,682","$3.41"
"Jul 2, 11:06 AM","You","Usage-based","Yes","claude-4-opus-thinking","156,055","$0.32"
"Jul 2, 11:05 AM","You","Usage-based","Yes","claude-4-opus-thinking","155,716","$0.45"
"Jul 2, 11:05 AM","You","Usage-based","Yes","claude-4-opus-thinking","149,904","$0.32"
"Jul 2, 11:05 AM","You","Usage-based","Yes","claude-4-opus-thinking","149,308","$0.32"
"Jul 2, 11:05 AM","You","Usage-based","Yes","claude-4-opus-thinking","148,689","$0.31"
"Jul 2, 11:04 AM","You","Usage-based","Yes","claude-4-opus-thinking","148,232","$0.30"
"Jul 2, 11:04 AM","You","Usage-based","Yes","claude-4-opus-thinking","147,873","$0.33"
"Jul 2, 11:04 AM","You","Usage-based","Yes","claude-4-opus-thinking","147,177","$0.44"
"Jul 2, 11:04 AM","You","Usage-based","Yes","claude-4-opus-thinking","141,252","$0.41"
"Jul 2, 11:03 AM","You","Usage-based","Yes","claude-4-opus-thinking","135,867","$2.92"
"Jul 2, 11:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","136,391","$0.28"
"Jul 2, 11:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","135,953","$0.27"
"Jul 2, 11:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","135,584","$0.29"
"Jul 2, 11:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","134,985","$0.28"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","134,452","$0.37"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","129,023","$0.26"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","128,743","$0.26"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","128,149","$0.25"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","127,921","$0.27"
"Jul 2, 11:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","127,140","$0.27"
"Jul 2, 10:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","126,331","$0.37"
"Jul 2, 10:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","120,950","$0.25"
"Jul 2, 10:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","120,705","$0.37"
"Jul 2, 10:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","115,103","$0.35"
"Jul 2, 10:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","109,846","$0.40"
"Jul 2, 10:56 AM","You","Usage-based","Yes","claude-4-opus-thinking","110,552","$0.25"
"Jul 2, 10:56 AM","You","Usage-based","Yes","claude-4-opus-thinking","110,110","$0.27"
"Jul 2, 10:56 AM","You","Usage-based","Yes","claude-4-opus-thinking","109,323","$0.28"
"Jul 2, 10:56 AM","You","Usage-based","Yes","claude-4-opus-thinking","108,294","$0.39"
"Jul 2, 10:55 AM","You","Usage-based","Yes","claude-4-opus-thinking","102,423","$0.32"
"Jul 2, 10:51 AM","You","Usage-based","Yes","claude-4-opus-thinking","101,880","$0.26"
"Jul 2, 10:51 AM","You","Usage-based","Yes","claude-4-opus-thinking","100,868","$0.21"
"Jul 2, 10:50 AM","You","Usage-based","Yes","claude-4-opus-thinking","100,223","$0.22"
"Jul 2, 10:50 AM","You","Usage-based","Yes","claude-4-opus-thinking","99,319","$0.20"
"Jul 2, 10:50 AM","You","Usage-based","Yes","claude-4-opus-thinking","99,032","$0.20"
"Jul 2, 10:50 AM","You","Usage-based","Yes","claude-4-opus-thinking","98,763","$0.28"
"Jul 2, 10:47 AM","You","Usage-based","Yes","claude-4-opus-thinking","98,647","$1.10"
"Jul 2, 10:46 AM","You","Usage-based","Yes","claude-4-opus-thinking","86,847","$0.19"
"Jul 2, 10:46 AM","You","Usage-based","Yes","claude-4-opus-thinking","86,315","$0.17"
"Jul 2, 10:46 AM","You","Usage-based","Yes","claude-4-opus-thinking","86,086","$0.17"
"Jul 2, 10:46 AM","You","ultra","Yes","claude-4-opus-thinking","85,839","Included"
"Jul 2, 10:46 AM","You","Usage-based","Yes","claude-4-opus-thinking","98,093","$0.24"
"Jul 2, 10:46 AM","You","Usage-based","Yes","claude-4-opus-thinking","97,205","$0.29"
"Jul 2, 10:45 AM","You","Usage-based","Yes","claude-4-opus-thinking","96,122","$2.05"
"Jul 2, 10:45 AM","You","Usage-based","Yes","claude-4-opus-thinking","85,458","$0.17"
"Jul 2, 10:45 AM","You","ultra","Yes","claude-4-opus-thinking","85,218","Included"
"Jul 2, 10:45 AM","You","ultra","Yes","claude-4-opus-thinking","84,660","Included"
"Jul 2, 10:43 AM","You","Usage-based","Yes","claude-4-opus-thinking","81,493","$0.21"
"Jul 2, 10:43 AM","You","Usage-based","Yes","claude-4-opus-thinking","80,718","$0.18"
"Jul 2, 10:42 AM","You","Usage-based","Yes","claude-4-opus-thinking","80,293","$0.17"
"Jul 2, 10:42 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 10:42 AM","You","Usage-based","Yes","claude-4-opus-thinking","95,294","$0.23"
"Jul 2, 10:42 AM","You","Usage-based","Yes","claude-4-opus-thinking","79,848","$0.20"
"Jul 2, 10:42 AM","You","Usage-based","Yes","claude-4-opus-thinking","78,800","$0.28"
"Jul 2, 10:41 AM","You","Usage-based","Yes","claude-4-opus-thinking","77,041","$0.32"
"Jul 2, 10:41 AM","You","Usage-based","Yes","claude-4-opus-thinking","94,351","$0.23"
"Jul 2, 10:41 AM","You","Usage-based","Yes","claude-4-opus-thinking","71,342","$0.18"
"Jul 2, 10:41 AM","You","Usage-based","Yes","claude-4-opus-thinking","93,693","$0.52"
"Jul 2, 10:41 AM","You","Usage-based","Yes","claude-4-opus-thinking","79,211","$0.34"
"Jul 2, 10:40 AM","You","Usage-based","Yes","claude-4-opus-thinking","70,641","$0.20"
"Jul 2, 10:40 AM","You","Usage-based","Yes","claude-4-opus-thinking","70,547","$0.44"
"Jul 2, 10:40 AM","You","Usage-based","Yes","claude-4-opus-thinking","56,340","$1.28"
"Jul 2, 10:39 AM","You","Usage-based","Yes","claude-4-opus-thinking","56,297","$0.16"
"Jul 2, 10:39 AM","You","Usage-based","Yes","claude-4-opus-thinking","69,492","$0.27"
"Jul 2, 10:39 AM","You","Usage-based","Yes","claude-4-opus-thinking","55,651","$0.18"
"Jul 2, 10:39 AM","You","ultra","Yes","claude-4-opus-thinking","67,775","Included"
"Jul 2, 10:38 AM","You","Usage-based","Yes","claude-4-opus-thinking","62,237","$0.35"
"Jul 2, 10:37 AM","You","Usage-based","Yes","claude-4-opus-thinking","58,619","$0.15"
"Jul 2, 10:36 AM","You","Usage-based","Yes","claude-4-opus-thinking","58,062","$0.25"
"Jul 2, 10:36 AM","You","Usage-based","Yes","claude-4-opus-thinking","57,238","$0.66"
"Jul 2, 10:35 AM","You","Usage-based","Yes","claude-4-opus-thinking","54,806","$0.16"
"Jul 2, 10:35 AM","You","Usage-based","Yes","claude-4-opus-thinking","54,197","$0.26"
"Jul 2, 10:35 AM","You","Usage-based","Yes","claude-4-opus-thinking","52,682","$0.13"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","52,178","$0.11"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","48,636","$0.13"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","48,377","$0.21"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","51,980","$0.16"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","51,200","$0.33"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","44,752","$0.10"
"Jul 2, 10:34 AM","You","Usage-based","Yes","claude-4-opus-thinking","44,432","$0.28"
"Jul 2, 10:33 AM","You","Usage-based","Yes","claude-4-opus-thinking","39,363","$0.75"
"Jul 2, 10:33 AM","You","Usage-based","Yes","claude-4-opus-thinking","47,407","$0.12"
"Jul 2, 10:32 AM","You","Usage-based","Yes","claude-4-opus-thinking","47,127","$0.17"
"Jul 2, 10:32 AM","You","Usage-based","Yes","claude-4-opus-thinking","46,210","$0.19"
"Jul 2, 10:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","45,527","$0.12"
"Jul 2, 10:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","45,195","$0.17"
"Jul 2, 10:31 AM","You","Usage-based","Yes","claude-4-opus-thinking","44,283","$0.21"
"Jul 2, 10:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","105,123","$0.22"
"Jul 2, 10:30 AM","You","Usage-based","Yes","claude-4-opus-thinking","104,656","$0.29"
"Jul 2, 10:29 AM","You","Usage-based","Yes","claude-4-opus-thinking","104,029","$0.47"
"Jul 2, 10:29 AM","You","ultra","Yes","claude-4-opus-thinking","100,778","Included"
"Jul 2, 10:29 AM","You","ultra","Yes","claude-4-opus-thinking","99,985","Included"
"Jul 2, 10:29 AM","You","Usage-based","Yes","claude-4-opus-thinking","99,701","$0.20"
"Jul 2, 10:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","99,522","$0.28"
"Jul 2, 10:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","95,943","$0.31"
"Jul 2, 10:28 AM","You","Usage-based","Yes","claude-4-opus-thinking","93,967","$0.59"
"Jul 2, 10:27 AM","You","Usage-based","Yes","claude-4-opus-thinking","43,543","$0.11"
"Jul 2, 10:27 AM","You","ultra","Yes","claude-4-opus-thinking","43,228","Included"
"Jul 2, 10:27 AM","You","ultra","Yes","claude-4-opus-thinking","42,311","Included"
"Jul 2, 10:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","90,472","$0.44"
"Jul 2, 10:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","78,894","$0.16"
"Jul 2, 10:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","78,682","$0.26"
"Jul 2, 10:26 AM","You","Usage-based","Yes","claude-4-opus-thinking","77,738","$1.58"
"Jul 2, 10:24 AM","You","Usage-based","Yes","claude-4-opus-thinking","40,899","$0.12"
"Jul 2, 10:24 AM","You","Usage-based","Yes","claude-4-opus-thinking","40,363","$0.16"
"Jul 2, 10:24 AM","You","Usage-based","Yes","claude-4-opus-thinking","39,251","$0.24"
"Jul 2, 10:23 AM","You","Usage-based","Yes","claude-4-opus-thinking","37,920","$0.73"
"Jul 2, 10:23 AM","You","Usage-based","Yes","claude-4-opus-thinking","35,215","$0.16"
"Jul 2, 10:23 AM","You","Usage-based","Yes","claude-4-opus-thinking","75,999","$0.19"
"Jul 2, 10:23 AM","You","Usage-based","Yes","claude-4-opus-thinking","75,326","$0.15"
"Jul 2, 10:23 AM","You","Usage-based","Yes","claude-4-opus-thinking","34,964","$0.25"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","75,093","$0.16"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","74,465","$0.16"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","73,851","$0.15"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","73,576","$0.15"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","73,225","$0.16"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","72,754","$0.15"
"Jul 2, 10:22 AM","You","Usage-based","Yes","claude-4-opus-thinking","31,497","$0.10"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","30,884","$0.08"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","72,433","$0.19"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","30,636","$0.17"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","30,213","$0.41"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","71,650","$0.36"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","65,847","$0.23"
"Jul 2, 10:21 AM","You","Usage-based","Yes","claude-4-opus-thinking","61,503","$0.21"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","59,085","$0.35"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","48,674","$0.22"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","34,364","$0.10"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","44,139","$0.22"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","39,442","$0.17"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","33,873","$0.10"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","35,406","$0.09"
"Jul 2, 10:20 AM","You","Usage-based","Yes","claude-4-opus-thinking","34,747","$0.08"
"Jul 2, 10:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","33,266","$0.11"
"Jul 2, 10:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","34,574","$0.51"
"Jul 2, 10:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","32,232","$0.51"
"Jul 2, 10:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","32,608","$0.14"
"Jul 2, 10:19 AM","You","Usage-based","Yes","claude-4-opus-thinking","31,625","$0.17"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,829","$0.11"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","26,791","$0.09"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","29,181","$0.26"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","23,117","$0.25"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","18,202","$0.26"
"Jul 2, 10:18 AM","You","Usage-based","Yes","claude-4-opus-thinking","153,057","$0.34"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","152,335","$0.33"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","151,551","$0.32"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","26,401","$0.14"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","25,257","$0.24"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","150,481","$0.37"
"Jul 2, 10:17 AM","You","Usage-based","Yes","claude-4-opus-thinking","19,341","$0.07"
"Jul 2, 10:16 AM","You","Usage-based","Yes","claude-4-opus-thinking","18,811","$0.15"
"Jul 2, 10:16 AM","You","Usage-based","Yes","claude-4-opus-thinking","148,581","$0.34"
"Jul 2, 10:16 AM","You","Usage-based","Yes","claude-4-opus-thinking","18,017","$0.25"
"Jul 2, 10:15 AM","You","Usage-based","Yes","claude-4-opus-thinking","147,833","$0.37"
"Jul 2, 10:15 AM","You","Usage-based","Yes","claude-4-opus-thinking","147,095","$0.58"
"Jul 2, 10:15 AM","You","Usage-based","Yes","claude-4-opus-thinking","139,870","$0.48"
"Jul 2, 10:15 AM","You","Usage-based","Yes","claude-4-opus-thinking","137,565","$0.41"
"Jul 2, 10:14 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 10:14 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 10:14 AM","You","Usage-based","Yes","claude-4-opus-thinking","130,402","$0.55"
"Jul 2, 10:14 AM","You","Usage-based","Yes","claude-4-opus-thinking","125,560","$2.65"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","53,091","$0.12"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","52,427","$0.13"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","51,387","$0.12"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","51,047","$0.11"
"Jul 2, 10:11 AM","You","Usage-based","Yes","claude-4-opus-thinking","50,823","$0.14"
"Jul 2, 10:02 AM","You","Usage-based","Yes","claude-4-opus-thinking","118,210","$0.26"
"Jul 2, 10:02 AM","You","Usage-based","Yes","claude-4-opus-thinking","117,513","$0.31"
"Jul 2, 10:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","113,571","$0.27"
"Jul 2, 10:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","112,457","$0.39"
"Jul 2, 10:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","107,621","$0.22"
"Jul 2, 10:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","107,300","$0.29"
"Jul 2, 10:01 AM","You","Usage-based","Yes","claude-4-opus-thinking","104,002","$0.22"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","103,552","$0.27"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","100,585","$0.20"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","100,071","$0.24"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","97,637","$0.20"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","97,131","$0.19"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","97,013","$0.19"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","33,032","$0.10"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","96,708","$0.19"
"Jul 2, 10:00 AM","You","Usage-based","Yes","claude-4-opus-thinking","32,214","$0.09"
"Jul 2, 09:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","31,348","$0.09"
"Jul 2, 09:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","96,560","$0.20"
"Jul 2, 09:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","30,475","$0.08"
"Jul 2, 09:59 AM","You","Usage-based","Yes","claude-4-opus-thinking","30,236","$0.14"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","96,184","Included"
"Jul 2, 09:59 AM","You","Errored, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","95,102","Included"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","30,060","Included"
"Jul 2, 09:59 AM","You","Aborted, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","29,106","Included"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","94,463","Included"
"Jul 2, 09:59 AM","You","ultra","Yes","claude-4-opus-thinking","28,876","Included"
"Jul 2, 09:59 AM","You","Errored, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","28,643","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","28,422","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","57,368","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","28,178","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","57,091","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","27,983","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","56,834","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","27,220","Included"
"Jul 2, 09:58 AM","You","Aborted, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","56,437","Included"
"Jul 2, 09:58 AM","You","Errored, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","56,147","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","26,617","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","25,420","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","55,835","Included"
"Jul 2, 09:58 AM","You","ultra","Yes","claude-4-opus-thinking","20,056","Included"
"Jul 2, 09:57 AM","You","ultra","Yes","claude-4-opus-thinking","17,874","Included"
"Jul 2, 09:57 AM","You","ultra","Yes","claude-4-opus-thinking","55,615","Included"
"Jul 2, 09:57 AM","You","ultra","Yes","claude-4-opus-thinking","53,707","Included"
"Jul 2, 09:56 AM","You","ultra","Yes","claude-4-opus-thinking","52,502","Included"
"Jul 2, 09:56 AM","You","ultra","Yes","claude-4-opus-thinking","42,035","Included"
"Jul 2, 09:56 AM","You","ultra","Yes","claude-4-opus-thinking","37,116","Included"
"Jul 2, 09:56 AM","You","ultra","Yes","claude-4-opus-thinking","32,554","Included"
"Jul 2, 09:56 AM","You","ultra","Yes","claude-4-opus-thinking","29,077","Included"
"Jul 2, 09:55 AM","You","ultra","Yes","claude-4-opus-thinking","28,707","Included"
"Jul 2, 09:55 AM","You","ultra","Yes","claude-4-opus-thinking","28,560","Included"
"Jul 2, 09:55 AM","You","ultra","Yes","claude-4-opus-thinking","28,292","Included"
"Jul 2, 09:55 AM","You","ultra","Yes","claude-4-opus-thinking","17,884","Included"
"Jul 2, 09:52 AM","You","ultra","Yes","claude-4-opus-thinking","48,701","Included"
"Jul 2, 09:52 AM","You","ultra","Yes","claude-4-opus-thinking","47,798","Included"
"Jul 2, 09:51 AM","You","ultra","Yes","claude-4-opus-thinking","46,371","Included"
"Jul 2, 09:51 AM","You","ultra","Yes","claude-4-opus-thinking","45,319","Included"
"Jul 2, 09:51 AM","You","ultra","Yes","claude-4-opus-thinking","45,077","Included"
